// #############################################################################
// # SSeMU MU Online Emulator
// # https://www.ssemu.com.ar
// # https://www.facebook.com/ssemuemulator
// # https://www.youtube.com/@ssemu
// # ---------------------------------------------------------------------------
// # © 2023 SetecSoft Development
// # This file is part of the SSeMU MuOnline Server files.
// #############################################################################

4
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
   036            30            141         170         *
   036            30            136         181         *
   036            30            148         174         *
   036            30            129         161         *
   036            30            146         170         *
   036            30            150         169         *
   036            30            136         167         *
   036            30            130         175         *
   036            30            150         173         *
   036            30            132         181         *
   036            30            124         158         *
   036            30            131         162         *
   036            30            123         172         *
   039            30            147         168         *
   039            30            131         177         *
   039            30            149         166         *
   039            30            135         159         *
   039            30            143         176         *
   039            30            146         174         *
   039            30            145         181         *
   039            30            129         157         *
   039            30            143         169         *
   039            30            137         166         *
   039            30            144         175         *
   039            30            130         169         *
   039            30            130         156         *
   039            30            136         167         *
   039            30            123         156         *
   039            30            141         172         *
   039            30            143         180         *
   039            30            147         163         *
   039            30            147         157         *
   039            30            147         172         *
   034            30            150         180         *
   034            30            150         162         *
   034            30            134         175         *
   034            30            131         174         *
   034            30            145         158         *
   034            30            142         176         *
   034            30            148         178         *
   034            30            136         177         *
   034            30            136         178         *
   034            30            126         181         *
   034            30            143         155         *
   034            30            138         157         *
   034            30            133         170         *
   034            30            123         155         *
   034            30            140         179         *
   041            30            144         181         *
   041            30            145         160         *
   041            30            148         168         *
   041            30            148         173         *
   041            30            141         154         *
   041            30            141         171         *
   041            30            139         177         *
   041            30            136         180         *
   041            30            130         181         *
   041            30            141         162         *
   041            30            150         168         *
   041            30            129         164         *
   041            30            146         169         *
   041            30            129         167         *
   041            30            123         179         *
   035            30            132         168         *
   035            30            139         162         *
   035            30            139         165         *
   035            30            133         166         *
   035            30            135         174         *
   035            30            126         163         *
   035            30            143         154         *
   035            30            144         177         *
   035            30            134         158         *
   035            30            138         162         *
   040            30            123         154         *
   040            30            125         172         *
   040            30            143         166         *
   040            30            126         162         *
   040            30            139         162         *
   040            30            132         170         *
   040            30            146         161         *
   040            30            126         164         *
   040            30            142         174         *
   040            30            132         158         *
   038            30            134         168         *
   038            30            126         179         *
   038            30            134         156         *
   038            30            134         177         *
   038            30            135         172         *
   038            30            124         158         *
   038            30            128         166         *
   038            30            150         173         *
   038            30            142         162         *
   038            30            141         178         *
end

4
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
   045            30            065         150         *
   045            30            054         140         *
   045            30            065         160         *
   045            30            061         145         *
   045            30            056         141         *
   045            30            076         145         *
   045            30            058         154         *
   045            30            069         156         *
   045            30            064         167         *
   045            30            076         160         *
   045            30            057         147         *
   045            30            074         156         *
   045            30            078         155         *
   045            30            064         153         *
   045            30            058         161         *
   045            30            078         159         *
   045            30            060         167         *
   045            30            052         144         *
   045            30            059         148         *
   045            30            051         158         *
   046            30            075         154         *
   046            30            059         163         *
   046            30            077         152         *
   046            30            063         145         *
   046            30            071         162         *
   046            30            074         160         *
   046            30            073         167         *
   046            30            057         143         *
   046            30            071         155         *
   046            30            065         152         *
   046            30            072         161         *
   046            30            058         155         *
   046            30            058         142         *
   046            30            064         153         *
   046            30            051         142         *
   046            30            069         158         *
   046            30            071         166         *
   046            30            075         149         *
   046            30            075         143         *
   046            30            075         158         *
   037            30            078         166         *
   037            30            078         148         *
   037            30            062         161         *
   037            30            059         160         *
   037            30            073         144         *
   037            30            070         162         *
   037            30            076         164         *
   037            30            064         163         *
   037            30            064         164         *
   037            30            054         167         *
   037            30            071         141         *
   037            30            066         143         *
   037            30            061         156         *
   037            30            051         141         *
   037            30            068         165         *
   051            30            072         167         *
   051            30            073         146         *
   051            30            076         154         *
   051            30            076         159         *
   051            30            069         140         *
   051            30            069         157         *
   051            30            067         163         *
   051            30            064         166         *
   051            30            058         167         *
   051            30            069         148         *
   051            30            078         154         *
   051            30            057         150         *
   051            30            074         155         *
   051            30            057         153         *
   051            30            051         165         *
   048            30            060         154         *
   048            30            067         148         *
   048            30            067         151         *
   048            30            061         152         *
   048            30            063         160         *
   048            30            054         149         *
   048            30            071         140         *
   048            30            072         163         *
   048            30            062         144         *
   048            30            066         148         *
   052            30            051         140         *
   052            30            053         158         *
   052            30            071         152         *
   052            30            054         148         *
   052            30            067         148         *
   052            30            060         156         *
   052            30            074         147         *
   052            30            054         150         *
   052            30            070         160         *
   052            30            060         144         *
   049            30            062         154         *
   049            30            054         165         *
   049            30            062         142         *
   049            30            062         163         *
   049            30            063         158         *
   049            30            052         144         *
   049            30            056         152         *
   049            30            078         159         *
   049            30            070         148         *
   049            30            069         164         *
end

4
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
   064            30            069         086         *
   064            30            058         076         *
   064            30            069         096         *
   064            30            065         081         *
   064            30            060         077         *
   064            30            080         081         *
   064            30            062         090         *
   064            30            073         092         *
   064            30            068         103         *
   064            30            080         096         *
   064            30            061         083         *
   064            30            078         092         *
   064            30            082         091         *
   064            30            068         089         *
   064            30            062         097         *
   064            30            082         095         *
   064            30            064         103         *
   064            30            056         080         *
   064            30            063         084         *
   064            30            055         094         *
   065            30            079         090         *
   065            30            063         099         *
   065            30            081         088         *
   065            30            067         081         *
   065            30            075         098         *
   065            30            078         096         *
   065            30            077         103         *
   065            30            061         079         *
   065            30            075         091         *
   065            30            069         088         *
   065            30            076         097         *
   065            30            062         091         *
   065            30            062         078         *
   065            30            068         089         *
   065            30            055         078         *
   065            30            073         094         *
   065            30            075         102         *
   065            30            079         085         *
   065            30            079         079         *
   065            30            079         094         *
   061            30            064         090         *
   061            30            071         084         *
   061            30            071         087         *
   061            30            065         088         *
   061            30            067         096         *
   061            30            058         085         *
   061            30            075         076         *
   061            30            076         099         *
   061            30            066         080         *
   061            30            070         084         *
   070            30            055         076         *
   070            30            057         094         *
   070            30            075         088         *
   070            30            058         084         *
   070            30            071         084         *
   070            30            064         092         *
   070            30            078         083         *
   070            30            058         086         *
   070            30            074         096         *
   070            30            064         080         *
   063            30            066         090         *
   063            30            058         101         *
   063            30            066         078         *
   063            30            066         099         *
   063            30            067         094         *
   063            30            056         080         *
   063            30            060         088         *
   063            30            082         095         *
   063            30            074         084         *
   063            30            073         100         *
end
