// #############################################################################
// # SSeMU MU Online Emulator
// # https://www.ssemu.com.ar
// # https://www.facebook.com/ssemuemulator
// # https://www.youtube.com/@ssemu
// # ---------------------------------------------------------------------------
// # © 2023 SetecSoft Development
// # This file is part of the SSeMU MuOnline Server files.
// #############################################################################

0
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
    240            0             15          12          3      //NPC Vault
    231            0             15          15          3      //Thompson Kenel (Dialogo)
end

1
// ----------------------------------------------------------------------------------------------------------
//                [0~30]        [1~255]       [1~255]       [1~255]     [1~255]     [*/0~8]     [1~1000]
// MonsterIndex   SpawnRadius   RangeStartX   RangeStartY   RangeEndX   RangeEndY   Direction   MaxSpawnCount
// ----------------------------------------------------------------------------------------------------------
end

2
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
   47             30            222         14          *
   47             30            117         74          *
   47             30            139         61          *
   47             30            152         61          *
   47             30            172         55          *
   47             30            189         56          *
   47             30            226         46          *
   47             30            240         11          *
   47             30            227         16          *
   47             30            152         22          *
   47             30            142         15          *
   47             30            128         22          *
   47             30            116         9           *
   47             30            113         27          *
   47             30            33          108         *
   47             30            35          118         *
   51             30            228         16          *
   51             30            237         17          *
   51             30            237         26          *
   51             30            238         40          *
   51             30            235         48          *
   51             30            251         51          *
   51             30            206         55          *
   51             30            200         49          *
   51             30            193         52          *
   51             30            184         52          *
   51             30            178         58          *
   51             30            170         61          *
   51             30            156         59          *
   51             30            144         63          *
   51             30            133         61          *
   51             30            133         70          *
   51             30            125         78          *
   51             30            118         85          *
   51             30            124         90          *
   51             30            116         98          *
   51             30            106         101         *
   51             30            99          108         *
   51             30            91          115         *
   51             30            81          123         *
   51             30            126         167         *
   51             30            111         174         *
   51             30            90          177         *
   51             30            76          180         *
   51             30            62          178         *
   51             30            42          178         *
   51             30            27          161         *
   51             30            42          152         *
   51             30            19          159         *
   51             30            62          140         *
   51             30            70          133         *
   51             30            168         54          *
   51             30            7           52          *
   51             30            225         45          *
   51             30            207         9           *
   51             30            154         69          *
   51             30            111         82          *
   51             30            81          116         *
   51             30            72          125         *
   51             30            122         66          *
   49             30            19          230         *
   49             30            24          227         *
   51             30            219         56          *
   51             30            215         65          *
   51             30            232         55          *
   51             30            231         64          *
   51             30            238         71          *
   51             30            229         74          *
   51             30            217         75          *
   51             30            225         81          *
   51             30            215         86          *
   51             30            223         89          *
   51             30            218         101         *
   51             30            232         95          *
   52             30            223         70          *
   52             30            211         59          *
   52             30            232         86          *
   52             30            208         104         *
   52             30            235         106         *
   52             30            224         108         *
   48             30            219         124         *
   51             30            225         117         *
   48             30            227         123         *
   48             30            219         133         *
   48             30            226         134         *
   52             30            224         142         *
   48             30            226         154         *
   48             30            221         150         *
   48             30            220         168         *
   48             30            232         166         *
   48             30            231         176         *
   48             30            217         197         *
   48             30            215         182         *
   49             30            211         192         *
   49             30            229         203         *
   52             30            208         183         *
   52             30            215         174         *
   48             30            222         190         *
   48             30            229         190         *
   52             30            230         181         *
   52             30            226         161         *
   52             30            208         198         *
   48             30            232         206         *
   48             30            231         196         *
   48             30            223         202         *
   48             30            224         184         *
   48             30            230         171         *
   48             30            221         158         *
   48             30            233         124         *
   48             30            232         102         *
   52             30            200         103         *
   52             30            192         101         *
   52             30            179         92          *
   52             30            187         94          *
   52             30            177         101         *
   52             30            166         117         *
   52             30            159         112         *
   52             30            156         122         *
   52             30            173         109         *
   52             30            167         107         *
   52             30            150         120         *
   52             30            142         125         *
   51             30            136         129         *
   52             30            129         130         *
   52             30            117         130         *
   52             30            121         135         *
   52             30            144         109         *
   52             30            122         144         *
   52             30            112         137         *
   52             30            101         147         *
   52             30            97          142         *
   52             30            144         132         *
   52             30            93          136         *
   52             30            90          148         *
   52             30            124         125         *
   52             30            87          132         *
   52             30            86          140         *
   52             30            78          145         *
   52             30            79          136         *
   52             30            67          147         *
   52             30            71          140         *
   52             30            105         137         *
   51             30            83          155         *
   52             30            81          164         *
   52             30            70          168         *
   52             30            76          174         *
   52             30            85          185         *
   52             30            87          175         *
   51             30            65          187         *
   51             30            64          159         *
   51             30            186         99          *
   51             30            185         90          *
   51             30            147         114         *
   51             30            84          170         *
   48             30            15          234         *
   48             30            20          237         *
   48             30            34          237         *
   48             30            47          231         *
   48             30            54          232         *
   48             30            20          218         *
   48             30            34          176         *
end
